,ID,label
0,135309,0
1,135310,0
2,135311,0
3,135312,1
4,135313,0
5,135314,0
6,135315,0
7,135316,0
8,135317,0
9,135318,0
10,135319,0
11,135320,1
12,135321,0
13,135322,0
14,135323,0
15,135324,0
16,135325,0
17,135326,1
18,135327,0
19,135328,0
20,135329,0
21,135330,0
22,135331,0
23,135332,0
24,135333,0
25,135334,0
26,135335,0
27,135336,0
28,135337,0
29,135338,0
30,135339,0
31,135340,0
32,135341,0
33,135342,0
34,135343,0
35,135344,0
36,135345,0
37,135346,0
38,135347,1
39,135348,0
40,135349,0
41,135350,0
42,135351,0
43,135352,0
44,135353,1
45,135354,0
46,135355,0
47,135356,0
48,135357,0
49,135358,0
50,135359,0
51,135360,0
52,135361,0
53,135362,0
54,135363,0
55,135364,0
56,135365,0
57,135366,0
58,135367,0
59,135368,0
60,135369,1
61,135370,0
62,135371,0
63,135372,0
64,135373,0
65,135374,0
66,135375,0
67,135376,0
68,135377,1
69,135378,0
70,135379,0
71,135380,0
72,135381,0
73,135382,0
74,135383,0
75,135384,0
76,135385,0
77,135386,0
78,135387,0
79,135388,0
80,135389,0
81,135390,0
82,135391,0
83,135392,1
84,135393,0
85,135394,0
86,135395,0
87,135396,0
88,135397,0
89,135398,0
90,135399,0
91,135400,0
92,135401,0
93,135402,0
94,135403,0
95,135404,0
96,135405,1
97,135406,0
98,135407,0
99,135408,0
100,135409,0
101,135410,0
102,135411,0
103,135412,0
104,135413,0
105,135414,0
106,135415,0
107,135416,0
108,135417,0
109,135418,0
110,135419,0
111,135420,0
112,135421,0
113,135422,0
114,135423,1
115,135424,0
116,135425,1
117,135426,0
118,135427,0
119,135428,0
120,135429,0
121,135430,1
122,135431,0
123,135432,0
124,135433,0
125,135434,0
126,135435,0
127,135436,0
128,135437,0
129,135438,0
130,135439,0
131,135440,0
132,135441,0
133,135442,0
134,135443,0
135,135444,0
136,135445,0
137,135446,0
138,135447,0
139,135448,0
140,135449,1
141,135450,0
142,135451,0
143,135452,0
144,135453,0
145,135454,0
146,135455,0
147,135456,0
148,135457,1
149,135458,0
150,135459,0
151,135460,0
152,135461,0
153,135462,0
154,135463,0
155,135464,0
156,135465,0
157,135466,0
158,135467,0
159,135468,0
160,135469,0
161,135470,0
162,135471,0
163,135472,0
164,135473,0
165,135474,0
166,135475,0
167,135476,0
168,135477,0
169,135478,1
170,135479,0
171,135480,0
172,135481,0
173,135482,0
174,135483,0
175,135484,0
176,135485,0
177,135486,0
178,135487,0
179,135488,0
180,135489,1
181,135490,0
182,135491,0
183,135492,0
184,135493,0
185,135494,0
186,135495,0
187,135496,0
188,135497,0
189,135498,0
190,135499,0
191,135500,0
192,135501,0
193,135502,0
194,135503,0
195,135504,0
196,135505,0
197,135506,0
198,135507,0
199,135508,0
200,135509,0
201,135510,0
202,135511,0
203,135512,0
204,135513,0
205,135514,0
206,135515,0
207,135516,0
208,135517,0
209,135518,0
210,135519,0
211,135520,0
212,135521,1
213,135522,0
214,135523,0
215,135524,1
216,135525,1
217,135526,0
218,135527,0
219,135528,0
220,135529,0
221,135530,0
222,135531,1
223,135532,0
224,135533,0
225,135534,0
226,135535,0
227,135536,0
228,135537,0
229,135538,0
230,135539,1
231,135540,0
232,135541,1
233,135542,0
234,135543,0
235,135544,0
236,135545,0
237,135546,0
238,135547,0
239,135548,0
240,135549,0
241,135550,1
242,135551,0
243,135552,0
244,135553,0
245,135554,0
246,135555,0
247,135556,0
248,135557,0
249,135558,0
250,135559,1
251,135560,0
252,135561,0
253,135562,0
254,135563,0
255,135564,0
256,135565,0
257,135566,0
258,135567,0
259,135568,0
260,135569,0
261,135570,0
262,135571,0
263,135572,0
264,135573,0
265,135574,0
266,135575,0
267,135576,0
268,135577,0
269,135578,0
270,135579,0
271,135580,0
272,135581,0
273,135582,0
274,135583,0
275,135584,1
276,135585,0
277,135586,0
278,135587,0
279,135588,0
280,135589,0
281,135590,0
282,135591,0
283,135592,0
284,135593,0
285,135594,0
286,135595,0
287,135596,0
288,135597,1
289,135598,0
290,135599,0
291,135600,0
292,135601,0
293,135602,1
294,135603,0
295,135604,1
296,135605,0
297,135606,0
298,135607,0
299,135608,0
300,135609,0
301,135610,0
302,135611,0
303,135612,1
304,135613,0
305,135614,0
306,135615,0
307,135616,0
308,135617,0
309,135618,0
310,135619,0
311,135620,0
312,135621,0
313,135622,0
314,135623,0
315,135624,0
316,135625,0
317,135626,0
318,135627,0
319,135628,0
320,135629,0
321,135630,0
322,135631,0
323,135632,0
324,135633,0
325,135634,1
326,135635,0
327,135636,0
328,135637,0
329,135638,0
330,135639,0
331,135640,0
332,135641,1
333,135642,0
334,135643,0
335,135644,0
336,135645,0
337,135646,0
338,135647,0
339,135648,0
340,135649,0
341,135650,0
342,135651,0
343,135652,1
344,135653,1
345,135654,0
346,135655,0
347,135656,1
348,135657,0
349,135658,0
350,135659,0
351,135660,0
352,135661,0
353,135662,0
354,135663,0
355,135664,0
356,135665,0
357,135666,0
358,135667,0
359,135668,0
360,135669,0
361,135670,0
362,135671,0
363,135672,0
364,135673,1
365,135674,0
366,135675,0
367,135676,0
368,135677,0
369,135678,0
370,135679,0
371,135680,0
372,135681,0
373,135682,0
374,135683,0
375,135684,0
376,135685,1
377,135686,0
378,135687,0
379,135688,0
380,135689,0
381,135690,0
382,135691,0
383,135692,0
384,135693,0
385,135694,1
386,135695,0
387,135696,0
388,135697,0
389,135698,0
390,135699,0
391,135700,0
392,135701,0
393,135702,1
394,135703,1
395,135704,0
396,135705,0
397,135706,0
398,135707,0
399,135708,0
400,135709,1
401,135710,0
402,135711,0
403,135712,0
404,135713,0
405,135714,1
406,135715,0
407,135716,0
408,135717,0
409,135718,0
410,135719,0
411,135720,0
412,135721,1
413,135722,0
414,135723,0
415,135724,0
416,135725,0
417,135726,0
418,135727,0
419,135728,0
420,135729,1
421,135730,0
422,135731,1
423,135732,0
424,135733,0
425,135734,0
426,135735,0
427,135736,0
428,135737,0
429,135738,0
430,135739,0
431,135740,1
432,135741,1
433,135742,0
434,135743,0
435,135744,0
436,135745,0
437,135746,0
438,135747,0
439,135748,0
440,135749,0
441,135750,0
442,135751,0
443,135752,0
444,135753,0
445,135754,0
446,135755,0
447,135756,0
448,135757,0
449,135758,0
450,135759,0
451,135760,0
452,135761,0
453,135762,1
454,135763,0
455,135764,0
456,135765,0
457,135766,0
458,135767,0
459,135768,0
460,135769,0
461,135770,0
462,135771,0
463,135772,0
464,135773,0
465,135774,0
466,135775,1
467,135776,0
468,135777,0
469,135778,1
470,135779,0
471,135780,1
472,135781,0
473,135782,0
474,135783,0
475,135784,0
476,135785,0
477,135786,0
478,135787,0
479,135788,0
480,135789,1
481,135790,0
482,135791,0
483,135792,0
484,135793,0
485,135794,0
486,135795,0
487,135796,0
488,135797,0
489,135798,0
490,135799,0
491,135800,0
492,135801,0
493,135802,0
494,135803,0
495,135804,0
496,135805,0
497,135806,0
498,135807,0
499,135808,0
500,135809,0
501,135810,0
502,135811,0
503,135812,0
504,135813,0
505,135814,0
506,135815,0
507,135816,0
508,135817,0
509,135818,1
510,135819,0
511,135820,0
512,135821,1
513,135822,0
514,135823,0
515,135824,0
516,135825,0
517,135826,0
518,135827,0
519,135828,0
520,135829,0
521,135830,0
522,135831,0
523,135832,1
524,135833,0
525,135834,0
526,135835,0
527,135836,0
528,135837,0
529,135838,0
530,135839,0
531,135840,0
532,135841,0
533,135842,1
534,135843,0
535,135844,0
536,135845,0
537,135846,0
538,135847,0
539,135848,0
540,135849,0
541,135850,0
542,135851,0
543,135852,0
544,135853,0
545,135854,0
546,135855,0
547,135856,0
548,135857,0
549,135858,0
550,135859,0
551,135860,0
552,135861,0
553,135862,0
554,135863,0
555,135864,0
556,135865,0
557,135866,0
558,135867,0
559,135868,0
560,135869,0
561,135870,0
562,135871,0
563,135872,0
564,135873,0
565,135874,0
566,135875,0
567,135876,0
568,135877,0
569,135878,0
570,135879,0
571,135880,0
572,135881,0
573,135882,0
574,135883,0
575,135884,0
576,135885,0
577,135886,0
578,135887,0
579,135888,0
580,135889,0
581,135890,0
582,135891,0
583,135892,0
584,135893,0
585,135894,0
586,135895,0
587,135896,0
588,135897,0
589,135898,0
590,135899,0
591,135900,0
592,135901,0
593,135902,0
594,135903,1
595,135904,0
596,135905,1
597,135906,0
598,135907,0
599,135908,0
600,135909,0
601,135910,0
602,135911,0
603,135912,0
604,135913,1
605,135914,0
606,135915,0
607,135916,0
608,135917,1
609,135918,0
610,135919,0
611,135920,0
612,135921,0
613,135922,0
614,135923,0
615,135924,0
616,135925,0
617,135926,0
618,135927,1
619,135928,0
620,135929,0
621,135930,0
622,135931,0
623,135932,0
624,135933,0
625,135934,0
626,135935,0
627,135936,0
628,135937,0
629,135938,0
630,135939,0
631,135940,0
632,135941,0
633,135942,0
634,135943,0
635,135944,0
636,135945,0
637,135946,0
638,135947,0
639,135948,1
640,135949,0
641,135950,0
642,135951,0
643,135952,0
644,135953,0
645,135954,0
646,135955,0
647,135956,0
648,135957,0
649,135958,0
650,135959,0
651,135960,0
652,135961,1
653,135962,0
654,135963,0
655,135964,0
656,135965,0
657,135966,0
658,135967,1
659,135968,0
660,135969,0
661,135970,1
662,135971,0
663,135972,0
664,135973,0
665,135974,0
666,135975,0
667,135976,0
668,135977,0
669,135978,0
670,135979,0
671,135980,0
672,135981,0
673,135982,0
674,135983,0
675,135984,1
676,135985,0
677,135986,0
678,135987,0
679,135988,0
680,135989,1
681,135990,0
682,135991,0
683,135992,0
684,135993,0
685,135994,1
686,135995,0
687,135996,0
688,135997,0
689,135998,0
690,135999,0
691,136000,1
692,136001,0
693,136002,0
694,136003,0
695,136004,0
696,136005,0
697,136006,0
698,136007,0
699,136008,0
700,136009,0
701,136010,0
702,136011,0
703,136012,0
704,136013,0
705,136014,0
706,136015,1
707,136016,0
708,136017,0
709,136018,1
710,136019,0
711,136020,0
712,136021,0
713,136022,0
714,136023,0
715,136024,0
716,136025,0
717,136026,0
718,136027,0
719,136028,1
720,136029,0
721,136030,0
722,136031,0
723,136032,0
724,136033,0
725,136034,0
726,136035,0
727,136036,0
728,136037,0
729,136038,0
730,136039,0
731,136040,0
732,136041,0
733,136042,0
734,136043,0
735,136044,1
736,136045,0
737,136046,0
738,136047,0
739,136048,0
740,136049,0
741,136050,0
742,136051,1
743,136052,0
744,136053,0
745,136054,1
746,136055,0
747,136056,0
748,136057,1
749,136058,0
750,136059,0
751,136060,0
752,136061,0
753,136062,0
754,136063,0
755,136064,0
756,136065,0
757,136066,1
758,136067,0
759,136068,0
760,136069,1
761,136070,0
762,136071,1
763,136072,0
764,136073,0
765,136074,0
766,136075,0
767,136076,0
768,136077,0
769,136078,0
770,136079,0
771,136080,0
772,136081,0
773,136082,0
774,136083,0
775,136084,0
776,136085,0
777,136086,0
778,136087,0
779,136088,0
780,136089,0
781,136090,0
782,136091,1
783,136092,0
784,136093,0
785,136094,0
786,136095,0
787,136096,0
788,136097,0
789,136098,1
790,136099,0
791,136100,1
792,136101,0
793,136102,0
794,136103,0
795,136104,0
796,136105,0
797,136106,0
798,136107,0
799,136108,0
800,136109,0
801,136110,1
802,136111,1
803,136112,1
804,136113,0
805,136114,0
806,136115,0
807,136116,0
808,136117,0
809,136118,0
810,136119,1
811,136120,1
812,136121,0
813,136122,0
814,136123,0
815,136124,0
816,136125,0
817,136126,0
818,136127,0
819,136128,0
820,136129,0
821,136130,0
822,136131,0
823,136132,0
824,136133,0
825,136134,0
826,136135,0
827,136136,0
828,136137,0
829,136138,0
830,136139,0
831,136140,0
832,136141,0
833,136142,1
834,136143,0
835,136144,0
836,136145,0
837,136146,0
838,136147,0
839,136148,0
840,136149,1
841,136150,0
842,136151,0
843,136152,0
844,136153,0
845,136154,0
846,136155,0
847,136156,0
848,136157,0
849,136158,0
850,136159,0
851,136160,1
852,136161,0
853,136162,0
854,136163,0
855,136164,0
856,136165,0
857,136166,1
858,136167,0
859,136168,0
860,136169,0
861,136170,0
862,136171,0
863,136172,0
864,136173,0
865,136174,0
866,136175,0
867,136176,0
868,136177,0
869,136178,1
870,136179,1
871,136180,0
872,136181,0
873,136182,1
874,136183,0
875,136184,0
876,136185,0
877,136186,0
878,136187,0
879,136188,0
880,136189,0
881,136190,0
882,136191,0
883,136192,0
884,136193,0
885,136194,0
886,136195,0
887,136196,0
888,136197,0
889,136198,0
890,136199,0
891,136200,1
892,136201,0
893,136202,0
894,136203,0
895,136204,0
896,136205,0
897,136206,0
898,136207,0
899,136208,0
900,136209,0
901,136210,0
902,136211,0
903,136212,0
904,136213,1
905,136214,0
906,136215,0
907,136216,1
908,136217,0
909,136218,1
910,136219,0
911,136220,1
912,136221,0
913,136222,0
914,136223,0
915,136224,0
916,136225,0
917,136226,0
918,136227,0
919,136228,0
920,136229,0
921,136230,0
922,136231,0
923,136232,0
924,136233,0
925,136234,0
926,136235,0
927,136236,0
928,136237,0
929,136238,0
930,136239,0
931,136240,1
932,136241,0
933,136242,0
934,136243,0
935,136244,0
936,136245,0
937,136246,0
938,136247,0
939,136248,1
940,136249,0
941,136250,0
942,136251,1
943,136252,0
944,136253,0
945,136254,0
946,136255,0
947,136256,0
948,136257,0
949,136258,0
950,136259,0
951,136260,1
952,136261,0
953,136262,1
954,136263,0
955,136264,0
956,136265,0
957,136266,1
958,136267,0
959,136268,0
960,136269,1
961,136270,0
962,136271,0
963,136272,0
964,136273,0
965,136274,0
966,136275,0
967,136276,1
968,136277,0
969,136278,0
970,136279,0
971,136280,0
972,136281,0
973,136282,0
974,136283,0
975,136284,0
976,136285,1
977,136286,0
978,136287,0
979,136288,0
980,136289,1
981,136290,0
982,136291,1
983,136292,0
984,136293,0
985,136294,0
986,136295,0
987,136296,1
988,136297,0
989,136298,0
990,136299,0
991,136300,0
992,136301,0
993,136302,0
994,136303,0
995,136304,0
996,136305,1
997,136306,0
998,136307,0
999,136308,0
1000,136309,0
1001,136310,1
1002,136311,0
1003,136312,0
1004,136313,0
1005,136314,0
1006,136315,0
1007,136316,0
1008,136317,1
1009,136318,0
1010,136319,0
1011,136320,0
1012,136321,0
1013,136322,0
1014,136323,0
1015,136324,0
1016,136325,1
1017,136326,0
1018,136327,0
1019,136328,0
1020,136329,0
1021,136330,0
1022,136331,0
1023,136332,0
1024,136333,0
1025,136334,0
1026,136335,0
1027,136336,0
1028,136337,0
1029,136338,0
1030,136339,0
1031,136340,0
1032,136341,1
1033,136342,0
1034,136343,0
1035,136344,0
1036,136345,0
1037,136346,0
1038,136347,0
1039,136348,0
1040,136349,0
1041,136350,0
1042,136351,0
1043,136352,0
1044,136353,0
1045,136354,0
1046,136355,0
1047,136356,0
1048,136357,0
1049,136358,0
1050,136359,0
1051,136360,0
1052,136361,0
1053,136362,0
1054,136363,0
1055,136364,0
1056,136365,0
1057,136366,0
1058,136367,0
1059,136368,0
1060,136369,0
1061,136370,0
1062,136371,0
1063,136372,0
1064,136373,0
1065,136374,0
1066,136375,0
1067,136376,0
1068,136377,0
1069,136378,0
1070,136379,0
1071,136380,0
1072,136381,0
1073,136382,0
1074,136383,0
1075,136384,0
1076,136385,0
1077,136386,0
1078,136387,0
1079,136388,0
1080,136389,0
1081,136390,0
1082,136391,0
1083,136392,0
1084,136393,0
1085,136394,0
1086,136395,0
1087,136396,0
1088,136397,0
1089,136398,0
1090,136399,0
1091,136400,0
1092,136401,0
1093,136402,0
1094,136403,0
1095,136404,0
1096,136405,0
1097,136406,0
1098,136407,0
1099,136408,0
1100,136409,0
1101,136410,0
1102,136411,0
1103,136412,0
